OBJECTID,municipality,scenario,period,cdd,csdi,cwd,fd,prcptot,r10mm,r20mm,r95p,r95ptot,r99p,r99ptot,rx1day,rx5day,sdii,tn10p,tn90p,tnlt2,tnn,tnx,tx10p,tx90p,txd_tnd,txge30,txgt50p,txn,txx,wsdi
1.0,Dr Beyers Naude,ssp126,far-term_2081-2100,2.7227247,-0.49053672,-0.114869796,-1.5303481624758228,-21.981274,-0.47434450487921964,0.0812394016957287,1.2191381,1.8508683,2.4284034,1.2659123,0.3075741,0.83983815,0.025695947228389256,-1.5316476,14.808953,-4.352432301740814,0.4095532,0.5098186,-0.40691528,12.587474,1.9221307,21.907951,9.675176,0.8172214,1.6497961,9.024466
1.0,Dr Beyers Naude,ssp126,mid-term_2041-2060,2.5690007,-0.48484525,0.003162029,-1.2729013539651837,-7.714369,-0.016099824028155404,0.15560110382338832,4.410319,1.6713382,2.079309,0.707123,-0.055395167,1.1099232,0.07085772488036186,-1.4791142,14.394203,-3.998868471953579,0.26062948,0.46932545,0.11710591,11.359843,1.7464392,18.437258,8.369388,0.7386272,1.4673674,7.5171304
1.0,Dr Beyers Naude,ssp126,near-term_2021-2040,1.2617136,0.17967604,0.090981066,-0.7960396518375243,-2.937762,0.09507038873780196,0.13214365701487762,3.755537,1.403513,1.8757974,0.64297086,-0.057861857,0.7930559,0.05406191420461815,-0.15702404,11.320713,-2.532113152804642,0.09325883,0.20519058,1.3652313,8.857842,1.1978222,12.661407,5.4777102,0.33007568,0.93453085,4.747534
1.0,Dr Beyers Naude,ssp245,far-term_2081-2100,3.9340465,-0.9994681,-0.12206843,-2.5611218568665377,-21.094831,-0.40421532554791223,0.06506159014557669,1.4123152,1.6878983,2.1252487,1.0537919,0.30274343,0.46497774,0.037219107448440605,-4.874232,24.757587,-7.835493230174082,1.3885336,2.061201,-3.4254236,19.017178,4.374089,37.664482,16.227043,1.7194124,2.438037,16.157156
1.0,Dr Beyers Naude,ssp245,mid-term_2041-2060,2.9331343,-0.62688583,-0.07196699,-1.9331237911025145,-14.475302,-0.24732576121153965,0.14185996907161522,3.9394758,2.0744305,4.5646033,1.6775085,0.80680823,1.5430511,0.09194054596440605,-2.6647935,16.307962,-5.8353965183752425,0.8677498,1.3255548,-1.2835462,13.452846,2.3771887,23.516806,10.79505,0.95675,1.5785458,9.461585
1.0,Dr Beyers Naude,ssp245,near-term_2021-2040,1.316288,0.222315,-0.042582724,-0.9782551155451487,-7.0968966,-0.192429611262198,0.07826067829147335,4.6643996,1.8159287,4.500264,1.4706461,0.99483204,0.45258787,0.07428724479562991,0.19840582,9.495142,-2.9925964572941055,0.36788148,0.65415555,1.096082,8.550813,1.1003722,11.269878,5.4581227,0.52274966,0.7441812,4.665288
1.0,Dr Beyers Naude,ssp370,far-term_2081-2100,7.779527,-1.281571,-0.28093368,-3.4153127014829145,-38.891212,-1.038529835226364,0.020228763397856363,0.68890274,2.571764,3.8681982,1.9853071,0.511915,-1.135272,0.029104720253064806,-7.417282,39.742165,-10.429754996776271,2.1172757,2.7898238,-5.2805953,27.609669,9.129306,58.0567,22.157068,2.4474552,3.8298113,32.878757
1.0,Dr Beyers Naude,ssp370,mid-term_2041-2060,3.0776796,-0.73706746,-0.09353157,-2.2351708575112834,-12.103578,-0.2243641017437212,0.14374500079987199,4.7989373,2.1929152,3.4410565,1.1911011,0.31950873,0.7903517,0.07054629931899993,-3.2102594,19.722553,-6.4344240275091344,0.7921959,0.98380405,-0.95873797,14.40636,2.8086202,24.26226,10.989698,1.0437753,1.7902701,10.483841
1.0,Dr Beyers Naude,ssp370,near-term_2021-2040,2.043301,-0.16230386,0.03815933,-1.3125349237051365,-3.9513416,0.12518796992481174,0.204159334506479,6.647783,2.2064986,3.6625679,1.111624,0.36685586,2.192486,0.11276162453488137,-0.4791135,11.544093,-3.5617880937029893,0.26714057,0.2911784,1.5500275,8.616362,1.1775326,11.140629,5.093009,0.3852724,0.94505626,4.545129
1.0,Dr Beyers Naude,ssp585,far-term_2081-2100,8.584045,-1.2954062,-0.20869462,-3.7419729206963246,-44.597286,-1.102746227270303,0.016530688423185724,-1.4906532,2.6081598,2.9208722,2.0275435,-0.17732908,-1.3669789,0.020776079391264725,-8.290958,46.70651,-11.488442940038686,2.893165,3.9232001,-6.9150968,33.83345,12.891067,75.69442,27.66569,3.250912,4.4578195,48.683773
1.0,Dr Beyers Naude,ssp585,mid-term_2041-2060,3.4514725,-0.8951644,-0.07110592,-2.343046930672911,-16.790966,-0.3112568655681756,0.1552844878152829,3.4012792,1.9986117,4.24473,1.5517778,0.754792,1.8618699,0.07220138257221562,-3.829168,20.608017,-6.982009060368522,1.1114857,1.7427287,-2.181079,16.204567,3.3901303,30.390589,13.208736,1.271497,2.1432714,13.077086
1.0,Dr Beyers Naude,ssp585,near-term_2021-2040,1.91971,-0.1525043,0.06861039,-1.2403873562048253,-1.5369035,0.18073908174692047,0.2398842851810378,7.8501325,2.5190825,5.245842,1.5959256,1.4066471,2.7555919,0.1286467083466845,-0.44608527,10.924631,-3.7203807390817474,0.5133948,0.8025045,0.6601887,9.528144,1.4021302,13.683923,6.6994,0.6427342,0.97158617,5.37045
2.0,Makana,ssp126,far-term_2081-2100,0.84348744,-0.61401516,-0.05418976,-0.1158712121212121,-25.805277,-0.7380847953216376,0.004943609022556157,0.972421,1.1919693,3.0198886,0.87154675,0.17012088,-0.50204974,-0.03716986264274006,-1.8647448,18.302687,-0.7162499999999999,0.2728458,1.0938848,1.024354,12.191782,2.1313636,22.473854,7.926964,0.2757465,1.9692827,5.1653714
2.0,Makana,ssp126,mid-term_2041-2060,1.3384889,-0.77609843,-2.2967657e-05,-0.09462121212121209,-12.467209,0.010248538011695452,0.19911027568922327,3.1720707,0.9305474,1.5562948,0.3682278,-0.7583154,-0.6368701,0.022026296574890154,-1.7681032,18.137592,-0.7166666666666667,0.30690363,1.0273765,1.3133283,11.236025,2.0192804,19.431767,6.9066796,0.25065836,1.7167568,5.071512
2.0,Makana,ssp126,near-term_2021-2040,-0.08817768,-0.2844318,0.13997738,-0.0021212121212121266,-3.026759,0.06691520467836269,0.1591102756892225,3.1849034,0.84421664,1.1814495,0.32598796,-0.2054456,0.17478053,0.00018710493389573202,-0.407475,14.864353,-0.34375000000000006,-0.057243157,0.8894736,2.6833572,9.180508,1.4705305,13.989685,4.4328156,-0.10415888,1.3870493,3.2798455
2.0,Makana,ssp245,far-term_2081-2100,1.3626556,-1.2655303,-0.08696707,-0.17045454545454541,-24.237482,-0.5525689223057627,-0.104699248120301,-2.892044,0.28738213,-0.05182044,0.24577475,-0.47353554,-2.9802272,-0.0510508430711735,-4.430545,23.126045,-1.1795454545454545,1.2512177,1.851903,-3.1540885,16.59055,3.1178231,36.382256,14.767947,1.5707203,2.2246418,8.714285
2.0,Makana,ssp245,mid-term_2041-2060,0.8701938,-0.8454546,-0.050856113,-0.13333333333333328,-14.437205,-0.2382832080200501,0.185380116959064,6.5984244,1.7758545,7.7013426,1.6310862,1.7584171,3.528262,0.07805980532196018,-2.2136,15.2397585,-0.8882575757575758,0.74578524,1.1927986,-0.9839503,11.850281,1.6878788,21.619839,9.443502,0.9341571,1.443758,4.903321
2.0,Makana,ssp245,near-term_2021-2040,0.055989265,-0.08588523,-0.043355703,-0.057097288676236035,-8.863643,-0.5576681286549704,0.01702694235588953,5.803167,1.4199991,7.616658,1.500076,0.94878197,0.9532197,0.016792807813975703,0.49807343,8.710804,-0.42928628389154705,0.25689563,0.60327625,1.3562926,7.4808345,0.7628322,9.764873,4.371126,0.49170732,0.75533676,2.3453636
2.0,Makana,ssp370,far-term_2081-2100,2.3424823,-1.3899411,-0.16620676,-0.24406565656565657,-47.63293,-1.3084795321637432,-0.14273182957393482,-2.5658875,0.99387425,1.9124098,0.821214,-0.60694885,-3.9746711,-0.044711840420683956,-7.2802677,41.598667,-1.6541666666666666,1.9570665,3.1560414,-4.3953605,24.485733,8.105346,61.64774,19.543972,1.7836488,3.9373207,20.90967
2.0,Makana,ssp370,mid-term_2041-2060,1.5280062,-1.0941077,-0.26445246,-0.19545454545454546,-16.170599,-0.4404970760233929,0.22612781954887207,7.128473,1.8858738,5.723598,1.240489,0.86594135,0.07851919,0.031046458634590213,-3.4226282,22.606432,-1.1949074074074073,0.6720021,1.4835418,0.12587643,13.650948,2.7701597,25.846811,9.296718,0.5411153,2.0713303,6.536059
2.0,Makana,ssp370,near-term_2021-2040,0.812218,-0.5042929,0.04212634,-0.1042508417508417,-7.7147727,0.01081871345029306,0.16165413533834547,4.798804,1.1907622,3.4770463,0.72573334,-0.2175738,0.44551468,0.06502367712752877,-0.6321246,14.305936,-0.7060185185185186,0.07049575,0.9534648,2.700965,8.974841,1.4252524,12.700984,4.2809596,-0.032232285,1.4264876,3.1832812
2.0,Makana,ssp585,far-term_2081-2100,2.5106704,-1.4253788,-0.14926879,-0.25151515151515147,-55.226368,-1.7168546365914787,-0.23525480367585624,-4.777817,1.0938717,3.7313511,1.3688122,-0.4321537,-4.111853,-0.13786809393213417,-8.122024,44.62215,-1.686742424242424,2.6788144,3.5027053,-6.7890854,29.246296,9.98144,78.07136,25.50576,2.896112,4.099066,30.762844
2.0,Makana,ssp585,mid-term_2041-2060,1.0412267,-1.0837121,0.09041357,-0.17916666666666667,-19.042215,-0.3783625730994151,0.0933166248955722,2.833622,1.111103,4.9102983,1.0620235,0.55725735,0.4502697,-0.012582471122962216,-3.5844145,19.590885,-1.143640350877193,0.95314926,1.5207525,-1.9742314,14.231296,2.433094,28.880222,11.777635,1.1104633,1.9061489,6.902924
2.0,Makana,ssp585,near-term_2021-2040,0.50908375,-0.54322165,-0.033792257,-0.11760366826156295,-9.810089,-0.0017752715121120606,0.09133249791144538,2.948082,0.9497468,5.3540244,1.1145914,0.5948722,1.3452848,0.039028063717804574,-0.06544288,10.351122,-0.6097886762360446,0.46398,0.7495165,0.80757827,8.635502,1.0557218,12.642945,5.7574344,0.533562,1.0468565,2.9660192
3.0,Ndlambe,ssp126,far-term_2081-2100,0.7581272,-0.47333348,-0.08255434,-0.002424242424242426,-28.691446,-0.9697765246449451,-0.012374686716791464,0.18019104,1.0019665,3.765976,0.9785735,-0.13117981,-1.232048,-0.08929584762425218,-1.7324934,22.360332,0.00856060606060606,0.17039378,1.6957588,2.4522183,13.350946,3.095606,22.81361,7.423528,-0.21940453,2.2719269,5.5407267
3.0,Ndlambe,ssp126,mid-term_2041-2060,0.98812866,-0.4800001,0.011612098,0.003409090909090908,-15.936971,-0.1722765246449439,0.19679197994987474,3.0830486,1.0070444,1.7308451,0.4256538,-0.9377505,-1.3895925,-0.038379410616870814,-1.6249012,22.100666,0.025227272727272737,0.16381693,1.6509546,2.6843882,12.577667,3.0447729,20.386114,6.5337424,-0.23500983,2.1229732,5.6275687
3.0,Ndlambe,ssp126,near-term_2021-2040,0.27396202,-0.20333342,0.15327866,0.01840909090909091,-2.4327393,0.07605680868838742,0.30095864661654126,7.3447723,1.4306902,2.989104,0.598407,-0.2436587,-0.077067055,-0.014831502910282643,-0.15738647,18.648409,0.0677272727272727,-0.19475555,1.505879,4.1354012,10.47304,2.2897725,16.267778,4.133509,-0.5376517,1.8280602,3.7670424
3.0,Ndlambe,ssp245,far-term_2081-2100,1.2387644,-1.2007576,-0.097911835,-0.0053030303030303025,-31.312113,-0.7090225563909769,-0.10066833751044246,-2.2770946,0.57178813,1.4620985,0.58696955,-0.5312004,-3.1583989,-0.07552005584679566,-4.6788683,23.329699,-0.0568181818181818,1.2205306,1.7238725,-3.5176556,16.471592,3.4038677,29.989075,15.297164,1.5026547,1.96654,8.053467
3.0,Ndlambe,ssp245,mid-term_2041-2060,0.78320885,-0.8310607,-0.110610165,-0.0015151515151515156,-18.39976,-0.4193400167084362,0.2398078529657477,7.8824334,1.9553972,8.837436,1.7623763,1.2892227,2.938825,0.04692316504580951,-2.3430173,15.131415,-0.036363636363636355,0.7113226,1.1061617,-1.2623024,11.6059065,1.8318183,17.085049,9.734181,0.96366054,1.2697996,4.4507933
3.0,Ndlambe,ssp245,near-term_2021-2040,0.08396212,0.02898717,-0.04588763,0.005303030303030305,-10.501282,-0.5389431913116116,0.10179197994987454,6.9499993,1.558761,7.993763,1.4939283,0.6805255,0.8051351,-0.005661638171771936,0.36122546,8.615004,0.012878787878787887,0.26579633,0.5642535,1.1787348,7.3368526,0.85427076,7.737842,4.41893,0.50481004,0.73011017,2.045405
3.0,Ndlambe,ssp370,far-term_2081-2100,1.6795305,-1.3305556,-0.23926544,0.0038720538720538734,-55.467945,-1.4939431913116124,-0.08233082706766896,-2.1459224,1.2392362,0.93116635,0.6736916,-1.1619555,-5.2109985,-0.10073358924665143,-6.983678,43.660248,-0.06153198653198653,1.580017,3.5387352,-3.7938554,25.156862,9.383754,58.24667,19.554234,1.2761034,4.0729537,20.773281
3.0,Ndlambe,ssp370,mid-term_2041-2060,1.1435655,-0.975926,-0.25417757,-0.0026094276094276096,-21.784891,-0.7720133667502077,0.1238095238095241,4.9050827,1.5420622,6.2741113,1.3391038,0.35817084,-1.092954,-0.021555896409045577,-2.9609947,25.569687,-0.03560606060606059,0.39041328,2.0024903,1.2153629,14.707958,3.7819028,26.307775,9.04893,-0.0057074227,2.3973057,6.992724
3.0,Ndlambe,ssp370,near-term_2021-2040,0.45146242,-0.28148153,-0.027861437,0.024242424242424242,-8.59259,-0.025522138680032686,0.24661654135338384,7.5039954,1.5361875,5.57025,1.0465215,-0.2367007,0.70467633,0.03342526573856445,-0.119551025,17.33764,0.05143097643097644,-0.171364,1.5107397,4.0573716,10.188747,2.198569,14.848519,4.0260606,-0.48324203,1.8711153,3.392725
3.0,Ndlambe,ssp585,far-term_2081-2100,2.676859,-1.3871213,-0.25187984,-0.008333333333333333,-62.711323,-1.795530492898914,-0.1617794486215535,-3.641009,1.3711777,5.135549,1.6202987,-0.62481946,-4.462065,-0.1517290564544623,-8.283293,45.37869,-0.07196969696969696,2.591177,3.2502716,-7.226189,29.43681,10.437121,68.46914,26.799908,2.8546722,3.6060028,30.509523
3.0,Ndlambe,ssp585,mid-term_2041-2060,0.6578083,-1.0651516,0.055262726,-0.006060606060606058,-22.091654,-0.5748955722639923,0.17949039264828773,6.1886573,1.6661123,6.8564277,1.3512565,0.5802994,0.6601817,-0.02365436508953363,-3.7618918,19.646868,-0.043939393939393924,0.9110711,1.4066919,-2.3061,14.052753,2.627831,23.398405,12.106734,1.1104876,1.6609102,6.3611107
3.0,Ndlambe,ssp585,near-term_2021-2040,0.49193764,-0.45390758,-0.106641926,-0.0053030303030303025,-13.351155,-0.14235588972431104,0.15488721804511307,4.2593865,1.1859633,7.0081162,1.3753251,0.6035182,0.6389796,0.002881967000163558,-0.1569643,10.334347,-0.03712121212121212,0.4014225,0.6850796,0.6376203,8.54745,1.1539873,9.682019,5.8631425,0.53262013,0.9527664,2.574603
4.0,Mbhashe,ssp126,far-term_2081-2100,0.53050005,-0.7994545,-0.045311928,-0.027772727272727272,-12.578064,-0.8121892230576477,0.17196741854636705,6.7892075,1.1531948,5.4000335,0.73133135,0.46439743,1.6297958,-0.0532113117932127,-3.046815,27.235441,-0.2444545454545454,0.47760797,1.5226002,1.2651684,15.416903,3.494904,20.9879,9.168035,0.043315124,1.9471786,7.0031075
4.0,Mbhashe,ssp126,mid-term_2041-2060,0.4974987,-0.8834545,0.139188,-0.02477272727272727,-10.216736,-0.6266892230576453,0.021967418546366524,2.895842,0.50664294,5.6411486,0.6834199,-0.13846664,1.6034272,-0.04479374737682438,-3.0435495,26.612572,-0.25945454545454544,0.48974118,1.4637661,1.4143095,14.545122,3.2789042,19.086899,8.481999,-0.0012332916,1.8110435,6.7036343
4.0,Mbhashe,ssp126,near-term_2021-2040,-0.14550018,-0.2959545,0.24518757,-0.01427272727272727,8.841113,-0.005689223057645876,0.1229674185463665,8.479256,0.8348789,5.3820357,0.5968565,0.48916703,4.10408,0.012833584725403746,-1.6630123,22.26315,-0.1964545454545454,0.14221135,1.213126,3.032091,11.609838,2.3174043,14.274397,5.532401,-0.30628318,1.4411132,4.366266
4.0,Mbhashe,ssp245,far-term_2081-2100,0.7304748,-1.2377273,0.17423515,-0.03772727272727273,1.230957,-0.3537844611528868,0.10363408521303334,7.0559797,0.6822647,6.5169554,0.7143234,0.55913085,0.23668365,-0.03275633997012815,-5.4820776,30.564583,-0.3413636363636363,1.4764794,1.7715591,-4.1779356,21.711159,5.040407,32.006317,17.845646,1.6212933,2.0173652,14.592331
4.0,Mbhashe,ssp245,mid-term_2041-2060,0.09761772,-0.7545454,-0.063383676,-0.015909090909090907,-5.560071,-0.4171177944862173,0.20077694235589014,10.353908,1.3445385,8.082315,0.9653269,0.88050616,2.460205,0.00553038157075818,-3.060513,19.75153,-0.23954545454545456,0.8490362,1.1211116,-1.6062425,14.776316,2.3135407,17.623852,11.48458,1.0037477,1.2800621,6.9908023
4.0,Mbhashe,ssp245,near-term_2021-2040,0.57800066,0.013660383,-0.16081257,-0.01272727272727272,-1.4535278,-0.5386892230576457,0.25146741854636706,13.148176,1.5941803,9.838587,1.1953605,1.7076248,3.8067994,0.03526229616374508,-0.14469776,11.311069,-0.14452153110047844,0.34118548,0.6072216,0.6547333,9.165743,0.91188467,7.9002395,6.1199403,0.5900568,0.69022065,2.7976441
4.0,Mbhashe,ssp370,far-term_2081-2100,0.7431568,-1.3587879,0.16308232,-0.04171717171717172,-15.026624,-0.9772681704260663,0.24538847117794518,13.772832,1.7828926,10.228318,1.2604305,0.99629134,0.97384185,-0.016925974719073443,-7.980619,53.634354,-0.42101010101010095,2.2519085,3.40633,-4.8113103,31.28154,13.159348,62.578396,22.49401,1.5481272,4.0806265,32.75723
4.0,Mbhashe,ssp370,mid-term_2041-2060,1.5705258,-1.0743434,-0.2442852,-0.03782828282828283,-6.5885987,-0.6641102756892252,0.26802005012531344,14.427788,1.8492367,11.501672,1.3842695,1.4518028,2.6980453,0.04633364040276007,-4.478542,32.44494,-0.34767676767676764,0.8490838,1.8258069,0.013990974,18.120808,4.7121263,26.077843,11.443405,0.24683304,2.238446,9.964452
4.0,Mbhashe,ssp370,near-term_2021-2040,0.8636845,-0.43601003,-0.02428627,-0.030606060606060602,-2.5139282,-0.43463659147870004,0.18644110275689343,10.612383,1.2754734,8.341227,1.0152619,1.799797,4.5625105,0.05719618859891309,-1.6692317,21.753119,-0.29267676767676765,0.3050499,1.1472504,2.8736193,11.847655,2.2915711,13.883397,5.689176,-0.27383804,1.5546868,4.5750084
4.0,Mbhashe,ssp585,far-term_2081-2100,0.58809584,-1.3490909,0.39471167,-0.041363636363636366,-6.779639,-1.079974937343362,0.11315789473684212,12.879286,1.5685794,15.7481,1.8794353,2.8694062,4.51192,-0.059244288988969454,-8.771426,55.544243,-0.4227272727272727,3.0657947,3.5356395,-7.6272078,37.543045,15.768994,77.84203,29.550547,3.0036907,3.921595,48.83604
4.0,Mbhashe,ssp585,mid-term_2041-2060,0.9361908,-0.9936363,-0.011002541,-0.035909090909090904,-4.5173707,-0.467117794486218,0.2741102756892239,10.412602,1.2642429,6.8572373,0.81125057,1.0552139,3.8908553,0.004442001043616628,-4.611859,26.478743,-0.34038277511961723,1.2206,1.5567135,-2.9390602,18.839893,3.9954786,25.82196,14.686989,1.2835019,1.7856414,10.911279
4.0,Mbhashe,ssp585,near-term_2021-2040,0.29047507,-0.20090905,0.020425797,-0.02136363636363636,-2.8887818,-0.28711779448621966,0.18553884711779478,10.259306,1.2763016,8.547637,1.027025,0.9759415,5.0580263,0.022793888717753497,-1.0437084,13.629867,-0.24442583732057416,0.6627894,0.7510319,0.18098068,10.645334,1.3924402,10.287943,7.4095526,0.61942214,0.8677551,3.5046113
5.0,Mnquma,ssp126,far-term_2081-2100,0.7812889,-0.6290454,-0.11832447,-0.0643181818181818,-13.888159,-0.6227130325814535,0.1670125313283206,6.672885,1.2440128,5.0538473,0.7328254,0.6460106,1.6882324,-0.03449767508047472,-2.7462425,24.81831,-0.3519545454545454,0.45215687,1.3494008,1.0462214,14.694518,2.9096818,19.370804,9.0192995,0.15315476,1.9142578,6.209173
5.0,Mnquma,ssp126,mid-term_2041-2060,0.94328845,-0.71604544,0.117675684,-0.0718181818181818,-9.833545,-0.5732130325814524,0.09551253132832063,3.8911102,0.6453934,4.592201,0.595809,0.07345657,1.6149918,-0.033455876748455536,-2.7725105,24.24273,-0.40945454545454546,0.4809992,1.2957604,1.2065405,13.740749,2.8141818,17.350805,8.309344,0.12296505,1.7242569,5.892857
5.0,Mnquma,ssp126,near-term_2021-2040,-0.14720993,-0.09954546,0.17617568,-0.0463181818181818,7.8682494,0.09878696741854753,0.1415125313283207,8.574051,0.9184799,6.0459633,0.72623855,0.77878726,3.5689132,0.025973545785454456,-1.3864111,20.136465,-0.23995454545454548,0.12514615,1.0507561,2.7673283,10.928866,1.9261818,13.111804,5.3983088,-0.20732918,1.3471076,3.7449622
5.0,Mnquma,ssp245,far-term_2081-2100,0.64005053,-1.0954546,0.036842536,-0.0977272727272727,-0.914563,-0.3671177944862144,0.12691729323308304,7.638919,0.83350295,7.190421,0.8331598,0.60187453,-0.15529633,-0.021355442534035162,-5.2580185,29.159582,-0.5504545454545454,1.44763,1.7716072,-3.953906,20.817638,4.568493,29.943853,17.191957,1.6224865,2.0549636,13.116265
5.0,Mnquma,ssp245,mid-term_2041-2060,0.14338608,-0.62590903,-0.013633537,-0.061363636363636356,-5.6701417,-0.31092731829573667,0.21120300751879634,10.55422,1.4628792,8.655812,1.0971233,1.1857865,2.6897857,0.0312989762299706,-2.8644705,18.900126,-0.3981818181818181,0.82145464,1.1319447,-1.4814062,14.287915,2.1431818,16.697487,11.030859,0.9953316,1.3042717,6.335564
5.0,Mnquma,ssp245,near-term_2021-2040,0.75128824,0.13916269,-0.16882506,-0.03499999999999999,-1.4927368,-0.34471303258144986,0.20301253132832092,13.325574,1.6998295,12.106335,1.5368278,2.3287346,4.059874,0.05708314761099551,0.0022455216,10.80443,-0.21559808612440184,0.30183408,0.60296667,0.8158699,8.799344,0.8049362,7.572894,5.7670097,0.583556,0.702047,2.3791227
5.0,Mnquma,ssp370,far-term_2081-2100,0.8652889,-1.2678788,0.034386255,-0.11848484848484846,-19.08966,-1.0683709273182949,0.2434335839598994,11.900919,1.7991222,8.457686,1.1604376,0.89695966,0.4668991,-0.020130066804052403,-7.9388847,51.585175,-0.7432323232323232,2.2763796,3.2802835,-4.8006735,29.852781,11.824848,57.352085,21.836435,1.6767896,4.0307107,29.14239
5.0,Mnquma,ssp370,mid-term_2041-2060,1.6873928,-0.9817677,-0.124560736,-0.10292929292929291,-5.888379,-0.5962656641603992,0.32132832080200463,14.871219,2.0098515,9.8930645,1.2580999,1.6081474,2.4149308,0.06813040738281728,-4.3352585,30.365381,-0.5748989898989898,0.8655192,1.6308979,-0.13653469,17.094782,4.022071,23.574305,11.00598,0.36381227,2.146974,8.899056
5.0,Mnquma,ssp370,near-term_2021-2040,0.7768688,-0.34621215,0.03175459,-0.0879292929292929,-3.3987305,-0.3615288220551342,0.21080200501253116,10.514114,1.3664036,6.646974,0.82995605,1.550174,3.6992784,0.061635688146611224,-1.5714457,19.822556,-0.4232323232323233,0.3158361,0.98077357,2.6837087,11.030106,1.8381817,12.497085,5.426898,-0.16815205,1.4626129,3.9585004
5.0,Mnquma,ssp585,far-term_2081-2100,0.86957514,-1.2690909,0.25493726,-0.11772727272727271,-12.4980955,-1.138070175438596,0.06501253132832101,10.425128,1.5053151,15.999231,2.0879984,2.941684,3.7415543,-0.07563285925945955,-8.628432,53.477604,-0.7568181818181818,3.0217962,3.5211437,-7.41503,35.971424,14.476364,71.86839,28.605936,3.0134027,3.9505296,43.75271
5.0,Mnquma,ssp585,mid-term_2041-2060,1.2667179,-0.8772727,-0.010776329,-0.09409090909090907,-5.8231077,-0.4523558897243113,0.2607268170426066,9.918841,1.256324,6.3968706,0.78379583,1.4243004,3.8286254,0.014114544720475663,-4.459616,25.254396,-0.5536602870813396,1.1833762,1.5427059,-2.733876,17.995918,3.5365074,24.187849,14.088028,1.2596124,1.7971795,9.678898
5.0,Mnquma,ssp585,near-term_2021-2040,0.33385962,-0.16078953,-0.07696724,-0.06952153110047846,-3.119983,-0.22330827067669076,0.23596491228070154,9.875394,1.3033104,9.203466,1.146904,1.4143044,5.1402297,0.04100999784868993,-0.9073027,13.153966,-0.36196172248803826,0.6495346,0.7708656,0.33363953,10.313497,1.2461005,9.872486,7.1118155,0.6266758,0.89114225,3.2312782
6.0,Inxuba Yethemba,ssp126,far-term_2081-2100,4.4145555,-0.40109628,-0.015343974,-5.198235294117647,-13.3586645,-0.12302668435795325,0.29809560666371804,7.0750475,2.373998,4.8759193,1.4181178,0.43773124,0.5161714,0.13213846087102588,-0.675888,12.789079,-9.799050802139035,0.4144769,0.2557794,-0.6917224,13.626629,1.7129419,24.712797,10.371863,0.8563199,1.6019325,12.532545
6.0,Inxuba Yethemba,ssp126,mid-term_2041-2060,4.6511736,-0.3609492,-0.00034399593,-4.519705882352942,0.3821411,0.18947331564204623,0.3363309007813651,9.1980295,2.189286,5.8921123,1.4904096,1.1737825,2.3768003,0.1477483918852742,-0.5900554,12.303267,-8.898021390374334,0.2670391,0.23067912,-0.16712631,12.070072,1.5338242,19.93353,8.888893,0.79187727,1.2528958,10.483164
6.0,Inxuba Yethemba,ssp126,near-term_2021-2040,3.0476437,0.37449193,0.1631854,-2.8502941176470578,-0.9801079,-0.04876197847560045,0.1788309007813653,4.17849,1.1286507,2.9784744,0.7768967,0.17058732,0.38026765,0.07102903232867414,0.50784403,9.32778,-5.445668449197861,0.0790827,-0.120407216,1.2004797,9.191833,1.0216184,13.521323,5.697746,0.3393204,0.80359894,7.589201
6.0,Inxuba Yethemba,ssp245,far-term_2081-2100,5.8349543,-0.907754,-0.030974444,-9.603877005347595,-11.914266,-0.2227185611086536,0.336702049240749,8.880009,2.707222,5.9335866,1.6822438,0.71020263,1.0424502,0.15772049271906935,-3.9690583,23.903465,-19.77125668449198,1.3942573,2.0862222,-3.3690443,21.738026,4.858373,43.933014,17.252377,1.7235706,2.668739,24.789799
6.0,Inxuba Yethemba,ssp245,mid-term_2041-2060,4.186496,-0.41737968,0.12518813,-6.911497326203209,-8.011936,-0.12243844906383572,0.3235367831343062,9.896034,2.7887938,7.6972275,2.0509005,1.4671574,2.6051838,0.19152827491450322,-1.7134877,15.48522,-13.934090909090909,0.77809924,1.3694915,-1.1259583,15.106578,2.406966,27.07226,11.409346,0.8538383,1.7216285,14.083201
6.0,Inxuba Yethemba,ssp245,near-term_2021-2040,2.5842605,0.58494216,0.0027440016,-3.3507810301153937,-4.2487597,-0.2506737431814828,0.1778014890166593,6.8788147,1.8834133,6.209031,1.5905956,1.1803172,0.7215931,0.13593331792335087,0.9126423,8.839664,-6.786096256684491,0.33086243,0.60861254,1.237058,9.159873,1.0186768,12.43767,5.770851,0.38922563,0.707923,6.5949945
6.0,Inxuba Yethemba,ssp370,far-term_2081-2100,10.769872,-1.2805407,-0.005344054,-13.427287581699346,-26.833199,-0.7639245171752909,0.375858764558455,11.108011,3.890591,9.370662,2.7929084,1.3991265,0.9852984,0.24153313612473692,-6.6819296,37.854454,-27.84396910279263,2.0960684,2.8486874,-5.458377,32.045223,10.177926,69.262505,23.921833,2.5831845,4.409481,50.015575
6.0,Inxuba Yethemba,ssp370,mid-term_2041-2060,5.3197184,-0.59344923,0.029640393,-7.847058823529412,2.742331,0.3274067521745548,0.4448990122364735,14.646893,3.444258,9.698969,2.3650053,1.7158638,2.2112002,0.24407438536400056,-2.3546143,17.712084,-14.755407011289364,0.7177679,0.90759826,-1.0979313,16.042667,2.6810303,27.96054,12.0335655,1.0896214,1.8538762,15.514106
